"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7961964"	"0.780739"	"5.34e-01"	"0.654789"	"-6.42458"	"0.0648925"	"ASUN"	"asunder, spermatogenesis regulator"
"7894708"	"0.780739"	"5.34e-01"	"0.654728"	"-6.42462"	"0.0797191"	""	""
"7923440"	"0.780739"	"5.34e-01"	"0.654687"	"-6.42465"	"0.1052975"	""	""
"8104201"	"0.780739"	"5.34e-01"	"-0.654682"	"-6.42465"	"-0.076242"	"EXOC3"	"exocyst complex component 3"
"7933092"	"0.780739"	"5.34e-01"	"-0.654674"	"-6.42466"	"-0.0751922"	"ZNF248"	"zinc finger protein 248"
"8160371"	"0.780739"	"5.34e-01"	"-0.654659"	"-6.42467"	"-0.0611253"	"IF021"	"interferon alpha 21"
"8034395"	"0.780794"	"5.34e-01"	"-0.654558"	"-6.42474"	"-0.0615225"	"ZNF709"	"zinc finger protein 709"
"7991800"	"0.781009"	"5.34e-01"	"0.654276"	"-6.42493"	"0.0640405"	"ARHGDIG"	"Rho GDP dissociation inhibitor gamma"
"8090070"	"0.781096"	"5.34e-01"	"0.654138"	"-6.42503"	"0.0627034"	"ADCY5"	"adenylate cyclase 5"
"8002523"	"0.781185"	"5.34e-01"	"-0.653986"	"-6.42513"	"-0.0915393"	"CMTR2"	"cap methyltransferase 2"
"7893671"	"0.781185"	"5.34e-01"	"-0.653959"	"-6.42515"	"-0.089983"	""	""
"8174029"	"0.781187"	"5.34e-01"	"-0.65391"	"-6.42519"	"-0.0543724"	"TAF7L"	"TATA-box binding protein associated factor 7 like"
"8029937"	"0.781187"	"5.34e-01"	"0.653875"	"-6.42521"	"0.0869865"	""	""
"8081073"	"0.781187"	"5.34e-01"	"0.653837"	"-6.42524"	"0.096252"	"C3orf38"	"chromosome 3 open reading frame 38"
"7893615"	"0.781286"	"5.34e-01"	"-0.653651"	"-6.42537"	"-0.5047716"	""	""
"7895285"	"0.781286"	"5.34e-01"	"-0.653618"	"-6.42539"	"-0.1582728"	""	""
"8046746"	"0.781286"	"5.34e-01"	"0.653571"	"-6.42542"	"0.1099749"	"PPP1R1C"	"protein phosphatase 1 regulatory inhibitor subunit 1C"
"8107408"	"0.781286"	"5.34e-01"	"0.653567"	"-6.42542"	"0.0738168"	"KCNN2"	"potassium calcium-activated channel subfamily N member 2"
"8166609"	"0.781346"	"5.34e-01"	"-0.653411"	"-6.42553"	"-0.0504583"	""	""
"8028750"	"0.781346"	"5.34e-01"	"0.653386"	"-6.42555"	"0.0640352"	"LGALS14"	"galectin 14"
"7892843"	"0.781346"	"5.34e-01"	"0.653379"	"-6.42555"	"0.0838342"	""	""
"8135405"	"0.781391"	"5.34e-01"	"0.653289"	"-6.42562"	"0.0590591"	"GPR22"	"G protein-coupled receptor 22"
"7969881"	"0.78153"	"5.35e-01"	"-0.653092"	"-6.42575"	"-0.0573029"	"TPP2"	"tripeptidyl peptidase 2"
"7895798"	"0.781534"	"5.35e-01"	"-0.653001"	"-6.42582"	"-0.1758283"	""	""
"8015706"	"0.781534"	"5.35e-01"	"0.65297"	"-6.42584"	"0.0524295"	"RAMP2-AS1"	"RAMP2 antisense R0 1"
"8071289"	"0.781534"	"5.35e-01"	"0.652968"	"-6.42584"	"0.0806746"	"COMT"	"catechol-O-methyltransferase"
"8128650"	"0.781599"	"5.35e-01"	"-0.652754"	"-6.42599"	"-0.0538468"	"SEC63"	"SEC63 homolog, protein translocation regulator"
"8179019"	"0.781599"	"5.35e-01"	"0.652698"	"-6.42602"	"0.0549226"	"HLA-F///HLA-B"	"major histocompatibility complex, class I, F///major histocompatibility complex, class I, B"
"7909841"	"0.781599"	"5.35e-01"	"-0.652694"	"-6.42603"	"-0.0571647"	"MARK1"	"microtubule affinity regulating kinase 1"
"7964981"	"0.781599"	"5.35e-01"	"-0.652628"	"-6.42607"	"-0.0790188"	""	""
"7895699"	"0.781599"	"5.35e-01"	"-0.652617"	"-6.42608"	"-0.1467081"	""	""
"8047339"	"0.781599"	"5.35e-01"	"-0.65251"	"-6.42615"	"-0.0693367"	"BZW1"	"basic leucine zipper and W2 domains 1"
"7892931"	"0.781599"	"5.35e-01"	"0.652508"	"-6.42616"	"0.1553797"	""	""
"7892810"	"0.781599"	"5.35e-01"	"0.652494"	"-6.42617"	"0.1389146"	""	""
"7892915"	"0.781599"	"5.35e-01"	"0.65249"	"-6.42617"	"0.2419741"	""	""
"7892887"	"0.781599"	"5.35e-01"	"-0.652365"	"-6.42626"	"-0.1233881"	""	""
"8006181"	"0.781599"	"5.35e-01"	"0.652355"	"-6.42626"	"0.0817124"	""	""
"7893099"	"0.781599"	"5.35e-01"	"0.652257"	"-6.42633"	"0.3284748"	""	""
"7959108"	"0.781599"	"5.35e-01"	"0.652167"	"-6.42639"	"0.0608505"	"CCDC60"	"coiled-coil domain containing 60"
"8079187"	"0.781599"	"5.35e-01"	"-0.652166"	"-6.42639"	"-0.1065468"	""	""
"7978739"	"0.781599"	"5.35e-01"	"-0.652108"	"-6.42643"	"-0.0443515"	"TRAPPC6B"	"trafficking protein particle complex 6B"
"7995040"	"0.781599"	"5.35e-01"	"-0.652093"	"-6.42644"	"-0.1074647"	"BCKDK"	"branched chain ketoacid dehydrogenase kinase"
"8111360"	"0.781599"	"5.35e-01"	"-0.652062"	"-6.42646"	"-0.0557555"	"ZFR"	"zinc finger R0 binding protein"
"8180242"	"0.781599"	"5.35e-01"	"-0.652006"	"-6.4265"	"-0.0668491"	""	""
"8032070"	"0.781599"	"5.35e-01"	"0.652004"	"-6.4265"	"0.071422"	""	""
"7978997"	"0.781599"	"5.35e-01"	"-0.651993"	"-6.42651"	"-0.0476391"	"MAP4K5"	"mitogen-activated protein kinase kinase kinase kinase 5"
"7929466"	"0.781599"	"5.35e-01"	"-0.651983"	"-6.42652"	"-0.079041"	"CYP2C18"	"cytochrome P450 family 2 subfamily C member 18"
"8138084"	"0.781599"	"5.35e-01"	"-0.651968"	"-6.42653"	"-0.0994677"	""	""
"7892574"	"0.781599"	"5.35e-01"	"0.651888"	"-6.42658"	"0.0564857"	""	""
"8046836"	"0.781599"	"5.35e-01"	"0.651871"	"-6.4266"	"0.0650606"	"FSIP2"	"fibrous sheath interacting protein 2"
"8038598"	"0.781599"	"5.35e-01"	"0.651863"	"-6.4266"	"0.0579262"	"SHANK1"	"SH3 and multiple ankyrin repeat domains 1"
"8155455"	"0.781599"	"5.35e-01"	"0.651806"	"-6.42664"	"0.0717332"	"LINC00268"	"long intergenic non-protein coding R0 268"
"8173164"	"0.781599"	"5.35e-01"	"0.651789"	"-6.42665"	"0.0950443"	""	""
"8151816"	"0.781599"	"5.35e-01"	"0.651782"	"-6.42666"	"0.0941204"	"GEM"	"GTP binding protein overexpressed in skeletal muscle"
"8020668"	"0.781651"	"5.35e-01"	"0.651662"	"-6.42674"	"0.1101606"	"IMPACT"	"impact RWD domain protein"
"7981032"	"0.781651"	"5.35e-01"	"-0.651645"	"-6.42675"	"-0.0607916"	"DDX24"	"DEAD-box helicase 24"
"8081943"	"0.781708"	"5.35e-01"	"0.65154"	"-6.42682"	"0.086647"	""	""
"8120600"	"0.781896"	"5.36e-01"	"0.651289"	"-6.427"	"0.1267996"	""	""
"8021129"	"0.781951"	"5.36e-01"	"0.651157"	"-6.42709"	"0.0941594"	"RNF165"	"ring finger protein 165"
"7936507"	"0.781951"	"5.36e-01"	"-0.651098"	"-6.42713"	"-0.0760686"	"C10orf82"	"chromosome 10 open reading frame 82"
"7944797"	"0.781951"	"5.36e-01"	"0.651048"	"-6.42716"	"0.0868918"	"OR10G4"	"olfactory receptor family 10 subfamily G member 4"
"7892543"	"0.781951"	"5.36e-01"	"-0.651036"	"-6.42717"	"-0.1671113"	""	""
"8175193"	"0.781951"	"5.36e-01"	"-0.651028"	"-6.42718"	"-0.1469565"	""	""
"7977655"	"0.781996"	"5.36e-01"	"0.650938"	"-6.42724"	"0.0761967"	"OR5AU1"	"olfactory receptor family 5 subfamily AU member 1"
"7934993"	"0.782042"	"5.36e-01"	"-0.650846"	"-6.4273"	"-0.0961083"	"NUDT9P1"	"nudix hydrolase 9 pseudogene 1"
"8043564"	"0.782184"	"5.36e-01"	"-0.650619"	"-6.42746"	"-0.0825123"	"FAHD2A"	"fumarylacetoacetate hydrolase domain containing 2A"
"8045287"	"0.782184"	"5.36e-01"	"0.650591"	"-6.42748"	"0.2269915"	""	""
"7919778"	"0.782184"	"5.36e-01"	"0.650567"	"-6.4275"	"0.1115097"	""	""
"7979473"	"0.782212"	"5.36e-01"	"-0.65048"	"-6.42756"	"-0.0469904"	"DHRS7"	"dehydrogenase/reductase 7"
"8007846"	"0.782212"	"5.36e-01"	"0.65045"	"-6.42758"	"0.0670873"	"STH"	"saitohin"
"7934114"	"0.782212"	"5.36e-01"	"0.650401"	"-6.42761"	"0.0527447"	"TYSND1"	"trypsin domain containing 1"
"7964300"	"0.782212"	"5.36e-01"	"0.650348"	"-6.42765"	"0.0627209"	"ZBTB39"	"zinc finger and BTB domain containing 39"
"7894689"	"0.782212"	"5.36e-01"	"-0.650326"	"-6.42766"	"-0.1719183"	""	""
"7912861"	"0.782212"	"5.36e-01"	"-0.650297"	"-6.42768"	"-0.0761237"	"FAM231A///LOC388692"	"family with sequence similarity 231 member A///uncharacterized LOC388692"
"8128716"	"0.782263"	"5.36e-01"	"-0.6502"	"-6.42775"	"-0.0491572"	"CD164"	"CD164 molecule"
"7910211"	"0.782296"	"5.36e-01"	"0.650123"	"-6.4278"	"0.0883261"	"PRSS38"	"protease, serine 38"
"7895488"	"0.78231"	"5.36e-01"	"0.650068"	"-6.42784"	"0.2572246"	""	""
"8026763"	"0.782353"	"5.36e-01"	"-0.64998"	"-6.4279"	"-0.0541444"	"SLC27A1"	"solute carrier family 27 member 1"
"7924190"	"0.782397"	"5.37e-01"	"0.649849"	"-6.42799"	"0.0554139"	"ANGEL2"	"angel homolog 2"
"7893733"	"0.782397"	"5.37e-01"	"-0.649832"	"-6.428"	"-0.0523789"	""	""
"8111327"	"0.782397"	"5.37e-01"	"-0.649811"	"-6.42802"	"-0.0860399"	""	""
"8173999"	"0.782525"	"5.37e-01"	"-0.649605"	"-6.42816"	"-0.0673091"	"XKRX"	"XK related, X-linked"
"8055214"	"0.782525"	"5.37e-01"	"0.649548"	"-6.4282"	"0.0749066"	"CYP4F30P///CYP4F62P///FAR2P1"	"cytochrome P450 family 4 subfamily F member 30, pseudogene///cytochrome P450 family 4 subfamily F member 62, pseudogene///fatty acyl-CoA reductase 2 pseudogene 1"
"7894256"	"0.782525"	"5.37e-01"	"0.649547"	"-6.4282"	"0.0644298"	""	""
"7892812"	"0.78254"	"5.37e-01"	"0.649491"	"-6.42824"	"0.2260838"	""	""
"8021169"	"0.782602"	"5.37e-01"	"0.649303"	"-6.42837"	"0.0838431"	"LIPG"	"lipase G, endothelial type"
"7927827"	"0.782602"	"5.37e-01"	"-0.649277"	"-6.42838"	"-0.0695257"	"MYPN"	"myopalladin"
"7940189"	"0.782602"	"5.37e-01"	"-0.649168"	"-6.42846"	"-0.110073"	"OR4D9"	"olfactory receptor family 4 subfamily D member 9"
"7968000"	"0.782602"	"5.37e-01"	"0.649168"	"-6.42846"	"0.0779489"	""	""
"8042109"	"0.782602"	"5.37e-01"	"-0.649118"	"-6.42849"	"-0.1034305"	""	""
"7892671"	"0.782602"	"5.37e-01"	"0.649012"	"-6.42857"	"0.18878"	""	""
"8114352"	"0.782602"	"5.37e-01"	"0.648972"	"-6.42859"	"0.0473203"	""	""
"7893082"	"0.782602"	"5.37e-01"	"-0.648913"	"-6.42863"	"-0.1612879"	""	""
"8090030"	"0.782602"	"5.37e-01"	"-0.648881"	"-6.42866"	"-0.0543674"	"HSPBAP1"	"HSPB1 associated protein 1"
"7943919"	"0.782602"	"5.37e-01"	"-0.648785"	"-6.42872"	"-0.0679926"	"TTC12"	"tetratricopeptide repeat domain 12"
"8091037"	"0.782602"	"5.37e-01"	"0.648781"	"-6.42872"	"0.0750843"	"PRR23A///PRR23B"	"proline rich 23A///proline rich 23B"
"8168841"	"0.782602"	"5.37e-01"	"-0.648756"	"-6.42874"	"-0.1164946"	""	""
"8171205"	"0.782602"	"5.37e-01"	"-0.648649"	"-6.42882"	"-0.0760868"	"NLGN4X"	"neuroligin 4, X-linked"
"8000028"	"0.782602"	"5.37e-01"	"-0.648631"	"-6.42883"	"-0.0540638"	"DCUN1D3"	"defective in cullin neddylation 1 domain containing 3"
"8006296"	"0.782602"	"5.37e-01"	"0.648574"	"-6.42887"	"0.1161963"	""	""
"7892865"	"0.782602"	"5.37e-01"	"0.648553"	"-6.42888"	"0.0967388"	""	""
"7983051"	"0.782602"	"5.37e-01"	"0.64853"	"-6.4289"	"0.0700624"	"LOC105370792"	"uncharacterized LOC105370792"
"7894020"	"0.782602"	"5.37e-01"	"-0.648476"	"-6.42893"	"-0.1040301"	""	""
"8001938"	"0.782602"	"5.37e-01"	"-0.648472"	"-6.42894"	"-0.0647362"	"TRADD"	"TNFRSF1A associated via death domain"
"8117626"	"0.782602"	"5.37e-01"	"0.648464"	"-6.42894"	"0.0761914"	""	""
"8097252"	"0.782602"	"5.37e-01"	"0.648448"	"-6.42895"	"0.0559553"	"BBS12"	"Bardet-Biedl syndrome 12"
"8160470"	"0.782602"	"5.37e-01"	"-0.64843"	"-6.42897"	"-0.0541685"	""	""
"7899602"	"0.782602"	"5.37e-01"	"-0.648392"	"-6.42899"	"-0.0722048"	""	""
"7991989"	"0.782602"	"5.37e-01"	"0.648377"	"-6.429"	"0.0510435"	"RHOT2"	"ras homolog family member T2"
"7905553"	"0.782602"	"5.37e-01"	"-0.64837"	"-6.42901"	"-0.0524343"	"SPRR1B"	"small proline rich protein 1B"
"8083409"	"0.782602"	"5.37e-01"	"-0.648313"	"-6.42905"	"-0.0556855"	"AADACL2"	"arylacetamide deacetylase like 2"
"8064557"	"0.782602"	"5.37e-01"	"-0.648282"	"-6.42907"	"-0.0705051"	"PCED1A"	"PC-esterase domain containing 1A"
"8012274"	"0.782602"	"5.37e-01"	"0.648254"	"-6.42909"	"0.0821035"	"0A38"	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
"8149132"	"0.782602"	"5.38e-01"	"-0.648239"	"-6.4291"	"-0.065994"	"DEFT1P2///DEFT1P"	"defensin, theta 1 pseudogene 2///defensin, theta 1 pseudogene"
"8110861"	"0.782602"	"5.38e-01"	"0.648229"	"-6.4291"	"0.0923733"	"MRPL36"	"mitochondrial ribosomal protein L36"
"7923131"	"0.782727"	"5.38e-01"	"-0.648031"	"-6.42924"	"-0.1383014"	"DENND1B"	"DENN domain containing 1B"
"8042431"	"0.782727"	"5.38e-01"	"0.648009"	"-6.42926"	"0.0487208"	"GKN1"	"gastrokine 1"
"7899898"	"0.782753"	"5.38e-01"	"-0.647873"	"-6.42935"	"-0.107756"	"HMGB4"	"high mobility group box 4"
"7949995"	"0.782753"	"5.38e-01"	"-0.647811"	"-6.42939"	"-0.0588674"	"MRPL21"	"mitochondrial ribosomal protein L21"
"8054295"	"0.782753"	"5.38e-01"	"0.647808"	"-6.42939"	"0.0638859"	""	""
"8059878"	"0.782753"	"5.38e-01"	"-0.647798"	"-6.4294"	"-0.0516965"	"IQCA1"	"IQ motif containing with AAA domain 1"
"8019347"	"0.782753"	"5.38e-01"	"-0.647781"	"-6.42941"	"-0.0799568"	""	""
"8073631"	"0.782754"	"5.38e-01"	"-0.64774"	"-6.42944"	"-0.104245"	""	""
"7907747"	"0.782832"	"5.38e-01"	"0.647613"	"-6.42953"	"0.0464865"	""	""
"7984606"	"0.782936"	"5.38e-01"	"0.647456"	"-6.42964"	"0.0854086"	"NR2E3"	"nuclear receptor subfamily 2 group E member 3"
"8006958"	"0.782998"	"5.38e-01"	"-0.647346"	"-6.42971"	"-0.0544361"	"ZPBP2"	"zona pellucida binding protein 2"
"8176286"	"0.783018"	"5.38e-01"	"0.647285"	"-6.42975"	"0.0702476"	"PLCXD1"	"phosphatidylinositol specific phospholipase C X domain containing 1"
"8117563"	"0.78302"	"5.38e-01"	"-0.647229"	"-6.42979"	"-0.082084"	""	""
"8128429"	"0.78302"	"5.38e-01"	"0.647134"	"-6.42986"	"0.0830668"	"CCNC"	"cyclin C"
"8147988"	"0.78302"	"5.38e-01"	"0.647133"	"-6.42986"	"0.1652062"	""	""
"8016909"	"0.78302"	"5.38e-01"	"-0.647123"	"-6.42986"	"-0.0496504"	"MKS1"	"Meckel syndrome, type 1"
"7944827"	"0.783026"	"5.38e-01"	"-0.647057"	"-6.42991"	"-0.0924787"	"OR10D3"	"olfactory receptor family 10 subfamily D member 3 (putative)"
"7929003"	"0.783026"	"5.38e-01"	"0.647037"	"-6.42992"	"0.0602264"	"LIPM"	"lipase family member M"
"8051097"	"0.783207"	"5.38e-01"	"0.646794"	"-6.43009"	"0.0576525"	"EIF2B4"	"eukaryotic translation initiation factor 2B subunit delta"
"8001131"	"0.783209"	"5.38e-01"	"0.646752"	"-6.43012"	"0.1201276"	""	""
"8075049"	"0.783222"	"5.38e-01"	"-0.646697"	"-6.43016"	"-0.0730615"	"TMEM211"	"transmembrane protein 211"
"8139885"	"0.783289"	"5.39e-01"	"0.646582"	"-6.43023"	"0.0820558"	""	""
"7932254"	"0.783331"	"5.39e-01"	"0.646434"	"-6.43034"	"0.0789542"	"ITGA8"	"integrin subunit alpha 8"
"7894322"	"0.783331"	"5.39e-01"	"0.646374"	"-6.43038"	"0.2644259"	""	""
"8060988"	"0.783331"	"5.39e-01"	"0.646305"	"-6.43042"	"0.0476378"	"BTBD3"	"BTB domain containing 3"
"8126303"	"0.783331"	"5.39e-01"	"0.646286"	"-6.43044"	"0.072928"	"TREM1"	"triggering receptor expressed on myeloid cells 1"
"7936083"	"0.783331"	"5.39e-01"	"-0.646241"	"-6.43047"	"-0.0463392"	"PCGF6"	"polycomb group ring finger 6"
"8061094"	"0.783331"	"5.39e-01"	"0.646215"	"-6.43049"	"0.0518565"	"PCSK2"	"proprotein convertase subtilisin/kexin type 2"
"8028778"	"0.783331"	"5.39e-01"	"-0.646203"	"-6.43049"	"-0.0481943"	"MAP3K10"	"mitogen-activated protein kinase kinase kinase 10"
"8055980"	"0.783331"	"5.39e-01"	"-0.64613"	"-6.43054"	"-0.0893997"	"CYTIP"	"cytohesin 1 interacting protein"
"7979671"	"0.783331"	"5.39e-01"	"-0.646104"	"-6.43056"	"-0.0493003"	"MAX"	"MYC associated factor X"
"8055206"	"0.783331"	"5.39e-01"	"-0.646098"	"-6.43057"	"-0.0542574"	""	""
"7969671"	"0.783331"	"5.39e-01"	"0.646083"	"-6.43058"	"0.0575948"	""	""
"8124498"	"0.783331"	"5.39e-01"	"0.646036"	"-6.43061"	"0.0882435"	"ZNF204P"	"zinc finger protein 204, pseudogene"
"8131265"	"0.783331"	"5.39e-01"	"-0.646009"	"-6.43063"	"-0.0490121"	"AP5Z1///AP5Z1"	"adaptor related protein complex 5 zeta 1 subunit///adaptor related protein complex 5 zeta 1 subunit"
"8140828"	"0.783331"	"5.39e-01"	"0.645979"	"-6.43065"	"0.0699825"	"SRI"	"sorcin"
"8146330"	"0.783374"	"5.39e-01"	"0.645891"	"-6.43071"	"0.0973179"	""	""
"7910385"	"0.783532"	"5.39e-01"	"0.645665"	"-6.43086"	"0.0913447"	""	""
"8173915"	"0.783532"	"5.39e-01"	"-0.645609"	"-6.4309"	"-0.0717133"	""	""
"8094531"	"0.783532"	"5.39e-01"	"-0.645594"	"-6.43091"	"-0.0461497"	""	""
"7893888"	"0.783548"	"5.39e-01"	"0.645537"	"-6.43095"	"0.0944577"	""	""
"7895463"	"0.783551"	"5.39e-01"	"0.645494"	"-6.43098"	"0.1315439"	""	""
"7914648"	"0.783586"	"5.39e-01"	"-0.645414"	"-6.43103"	"-0.0511299"	"PHC2"	"polyhomeotic homolog 2"
"7892911"	"0.783727"	"5.39e-01"	"0.645216"	"-6.43117"	"0.2289321"	""	""
"7918751"	"0.783789"	"5.39e-01"	"-0.645077"	"-6.43126"	"-0.0705176"	""	""
"7893583"	"0.783789"	"5.39e-01"	"0.64506"	"-6.43128"	"0.0989899"	""	""
"7917455"	"0.783789"	"5.39e-01"	"-0.645027"	"-6.4313"	"-0.0713096"	"SEP15"	"15 kDa selenoprotein"
"8069813"	"0.783872"	"5.40e-01"	"-0.644894"	"-6.43139"	"-0.0933383"	"KRTAP13-2"	"keratin associated protein 13-2"
"7954940"	"0.783893"	"5.40e-01"	"0.644823"	"-6.43144"	"0.0467282"	"PPHLN1"	"periphilin 1"
"7895224"	"0.783893"	"5.40e-01"	"-0.644755"	"-6.43148"	"-0.0844402"	""	""
"8135835"	"0.783893"	"5.40e-01"	"-0.64468"	"-6.43154"	"-0.0439999"	"SPAM1"	"sperm adhesion molecule 1"
"8143499"	"0.783893"	"5.40e-01"	"0.644679"	"-6.43154"	"0.052787"	"TRPV6"	"transient receptor potential cation channel subfamily V member 6"
"8174228"	"0.783893"	"5.40e-01"	"-0.644641"	"-6.43156"	"-0.0891981"	"TCEAL8"	"transcription elongation factor A like 8"
"8091452"	"0.783893"	"5.40e-01"	"0.644625"	"-6.43157"	"0.0522008"	"TMEM183B///TMEM183A"	"transmembrane protein 183B///transmembrane protein 183A"
"7989975"	"0.783893"	"5.40e-01"	"-0.644583"	"-6.4316"	"-0.0742828"	"CLN6"	"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
"8134257"	"0.783893"	"5.40e-01"	"0.644523"	"-6.43164"	"0.0817755"	"GNG11"	"G protein subunit gamma 11"
"8065198"	"0.783893"	"5.40e-01"	"-0.644514"	"-6.43165"	"-0.053577"	""	""
"7919195"	"0.784198"	"5.40e-01"	"0.644099"	"-6.43193"	"0.061522"	""	""
"8078305"	"0.784198"	"5.40e-01"	"0.644091"	"-6.43194"	"0.0741294"	"LRRC3B"	"leucine rich repeat containing 3B"
"7905033"	"0.784262"	"5.40e-01"	"0.643979"	"-6.43202"	"0.0712003"	""	""
"8030360"	"0.784296"	"5.40e-01"	"-0.643901"	"-6.43207"	"-0.1277807"	"SNORD32A"	"small nucleolar R0, C/D box 32A"
"8027006"	"0.784332"	"5.40e-01"	"-0.643821"	"-6.43212"	"-0.0480327"	"SSBP4"	"single stranded D0 binding protein 4"
"8117161"	"0.784356"	"5.40e-01"	"-0.643753"	"-6.43217"	"-0.058706"	""	""
"8007188"	"0.784361"	"5.40e-01"	"0.643709"	"-6.4322"	"0.0791125"	"CNP"	"2',3'-cyclic nucleotide 3' phosphodiesterase"
"7936134"	"0.784372"	"5.40e-01"	"-0.643656"	"-6.43224"	"-0.0607724"	"OBFC1"	"oligonucleotide/oligosaccharide binding fold containing 1"
"8074458"	"0.784475"	"5.40e-01"	"-0.643501"	"-6.43234"	"-0.0767534"	"C22orf39"	"chromosome 22 open reading frame 39"
"8086729"	"0.784565"	"5.40e-01"	"0.64336"	"-6.43244"	"0.0756865"	"KIF9"	"kinesin family member 9"
"7973303"	"0.784743"	"5.41e-01"	"0.643087"	"-6.43262"	"0.0487469"	"OR6C4"	"olfactory receptor family 6 subfamily C member 4"
"8170288"	"0.784743"	"5.41e-01"	"-0.643056"	"-6.43264"	"-0.0580171"	""	""
"7995096"	"0.784743"	"5.41e-01"	"-0.643041"	"-6.43266"	"-0.0482206"	"ITGAM"	"integrin subunit alpha M"
"8141052"	"0.784798"	"5.41e-01"	"-0.642936"	"-6.43273"	"-0.0835609"	"PON1"	"paraoxonase 1"
"8155877"	"0.784798"	"5.41e-01"	"0.642899"	"-6.43275"	"0.0649127"	""	""
"8004057"	"0.784808"	"5.41e-01"	"-0.642848"	"-6.43279"	"-0.0428216"	"KIF1C"	"kinesin family member 1C"
"7945232"	"0.784954"	"5.41e-01"	"-0.642644"	"-6.43293"	"-0.0798451"	"ADAMTS15"	"ADAM metallopeptidase with thrombospondin type 1 motif 15"
"8003889"	"0.784971"	"5.41e-01"	"0.642517"	"-6.43301"	"0.0509091"	""	""
"7995627"	"0.784971"	"5.41e-01"	"0.642496"	"-6.43303"	"0.0452212"	""	""
"7894799"	"0.784971"	"5.41e-01"	"-0.642473"	"-6.43304"	"-0.0731558"	""	""
"7894465"	"0.784971"	"5.41e-01"	"-0.642438"	"-6.43307"	"-0.1958181"	""	""
"8133736"	"0.784971"	"5.41e-01"	"-0.642426"	"-6.43307"	"-0.0890228"	"DTX2"	"deltex E3 ubiquitin ligase 2"
"7894488"	"0.785073"	"5.41e-01"	"-0.642257"	"-6.43319"	"-0.1973713"	""	""
"8091881"	"0.785073"	"5.41e-01"	"-0.642207"	"-6.43322"	"-0.0577049"	""	""
"8106929"	"0.785073"	"5.41e-01"	"-0.642167"	"-6.43325"	"-0.056105"	""	""
"8095214"	"0.785073"	"5.41e-01"	"0.64214"	"-6.43327"	"0.0657194"	""	""
"8091469"	"0.785073"	"5.41e-01"	"-0.642069"	"-6.43332"	"-0.0441269"	"ERICH6"	"glutamate rich 6"
"8043363"	"0.785073"	"5.41e-01"	"0.642003"	"-6.43336"	"0.1160187"	"MIR4435-2HG///LINC00152"	"MIR4435-2 host gene///long intergenic non-protein coding R0 152"
"7896074"	"0.785073"	"5.41e-01"	"0.641998"	"-6.43337"	"0.223407"	""	""
"8169742"	"0.785073"	"5.41e-01"	"-0.641994"	"-6.43337"	"-0.0902029"	"XIAP"	"X-linked inhibitor of apoptosis"
"7895855"	"0.785166"	"5.41e-01"	"-0.641846"	"-6.43347"	"-0.1554357"	""	""
"7914921"	"0.785166"	"5.41e-01"	"0.64181"	"-6.43349"	"0.047335"	""	""
"7993019"	"0.785275"	"5.42e-01"	"0.641649"	"-6.4336"	"0.048731"	"NUDT16L1"	"nudix hydrolase 16 like 1"
"8161865"	"0.785403"	"5.42e-01"	"0.641456"	"-6.43374"	"0.074104"	"PRUNE2"	"prune homolog 2"
"7903959"	"0.785403"	"5.42e-01"	"0.641425"	"-6.43376"	"0.0647697"	"PIFO"	"primary cilia formation"
"8070279"	"0.78551"	"5.42e-01"	"0.641265"	"-6.43387"	"0.0622282"	"KCNJ6"	"potassium voltage-gated channel subfamily J member 6"
"7896588"	"0.785627"	"5.42e-01"	"0.641077"	"-6.43399"	"0.1433882"	""	""
"7931184"	"0.785627"	"5.42e-01"	"-0.641054"	"-6.43401"	"-0.0594585"	"HMX2"	"H6 family homeobox 2"
"8143486"	"0.785677"	"5.42e-01"	"0.640957"	"-6.43407"	"0.0569041"	"PRSS58"	"protease, serine 58"
"8053882"	"0.785681"	"5.42e-01"	"0.640914"	"-6.4341"	"0.0769333"	"DUSP2"	"dual specificity phosphatase 2"
"7892652"	"0.785906"	"5.42e-01"	"0.640621"	"-6.4343"	"0.0772028"	""	""
"7938074"	"0.785927"	"5.42e-01"	"0.640538"	"-6.43436"	"0.0538254"	""	""
"8090256"	"0.785927"	"5.42e-01"	"-0.640406"	"-6.43445"	"-0.0596219"	"SNX4"	"sorting nexin 4"
"8054769"	"0.785927"	"5.42e-01"	"0.640337"	"-6.4345"	"0.1051851"	"PS1TP4///SLC35F5"	"HBV preS1-transactivated protein 4///solute carrier family 35 member F5"
"7919898"	"0.785927"	"5.42e-01"	"-0.64031"	"-6.43451"	"-0.0496997"	"SEMA6C"	"semaphorin 6C"
"8063437"	"0.785927"	"5.42e-01"	"0.640292"	"-6.43453"	"0.0505512"	"TSHZ2"	"teashirt zinc finger homeobox 2"
"7938588"	"0.785927"	"5.42e-01"	"0.640288"	"-6.43453"	"0.075758"	""	""
"7898048"	"0.785927"	"5.42e-01"	"-0.640282"	"-6.43453"	"-0.0557922"	"PRAMEF17///PRAMEF10"	"PRAME family member 17///PRAME family member 10"
